L,W,J2,r_mean,r_sem,ipr_mean,ipr_sem
12,3.5,0.5,0.4203627272316836,0.0038047892160310926,0.14281822863587354,0.007183416721289315
12,4.0,0.5,0.4048924022173878,0.003260255664651549,0.18315857687238032,0.008501789991754612
12,4.5,0.5,0.40526918017096314,0.0028396072864507677,0.22071532336580765,0.009497964785195486
12,5.0,0.5,0.40316383459233,0.0027588222785058574,0.25789357962495635,0.010626183947146033
12,5.5,0.5,0.40062668458040884,0.002876408887967866,0.2921701643834205,0.01157454591319625
12,6.0,0.5,0.39388747016468817,0.003097957238940996,0.32421770114561,0.012415484273135833
12,6.5,0.5,0.3919297186293397,0.0022223205285564636,0.35364083452633727,0.013205854114844087
12,7.0,0.5,0.39288820453192663,0.0028937836099347807,0.38028984973189073,0.013823039533279943
12,7.5,0.5,0.38698898327193626,0.0022195243659860284,0.4046702146011758,0.014445519251844873
12,8.0,0.5,0.3927440192128691,0.002600801542395372,0.4286519687713794,0.014792273545841386
14,0.5,0.5,0.5264676684139847,0.002376398018918335,0.001014586401670973,2.531466806717755e-06
14,1.0,0.5,0.5261750246547914,0.0025541998353757083,0.0013797503371066105,3.213659608646385e-05
14,1.5,0.5,0.5324291418124376,0.0030599368915144457,0.003660227509103062,0.0002901175977321482
14,2.0,0.5,0.510009909310536,0.0039032270320547386,0.012503935626995833,0.0012299069907582138
14,2.5,0.5,0.4720910664901296,0.004884414377332322,0.031880822702560686,0.002894368173723145
14,3.0,0.5,0.4420415301938285,0.004268934641082641,0.059098306334232624,0.0043881406718626935
14,3.5,0.5,0.4173109870772636,0.0048882670860287926,0.09223734984950457,0.0061474179156083
14,4.0,0.5,0.4144961709257153,0.003821681576846388,0.1268949224978844,0.0074905400842413565
14,4.5,0.5,0.40516665283755915,0.0034061553657325156,0.16255682283855846,0.008719412491906803
14,5.0,0.5,0.4012325153593644,0.0029374746101034537,0.19686935037887476,0.009690061061419016
14,5.5,0.5,0.402092479921398,0.002536946578097889,0.23119419371170188,0.011024029064225095
14,6.0,0.5,0.39436798467897133,0.0025611778657910838,0.2621040780487667,0.01189625206190707
14,6.5,0.5,0.3915093623652874,0.002711104922785793,0.29172856509915496,0.012753769870301251
14,7.0,0.5,0.3889906544168714,0.0026280173836024947,0.31919977254764986,0.013472510339271352
14,7.5,0.5,0.3931046214039408,0.0025187364281655166,0.3449354503002234,0.014052356967014215
14,8.0,0.5,0.3938425406114207,0.003033553011543263,0.36817791278556944,0.01477549200556834
