L,W,J2,r_mean,r_sem,ipr_mean,ipr_sem
8,0.5,0.5,0.5274918645338772,0.004731267569804044,0.05728328193613143,0.0005486555990316051
8,1.0,0.5,0.5043725193211412,0.005371489659295406,0.08699511723441875,0.002288710303548059
8,1.5,0.5,0.4906377790475816,0.006027375221148108,0.13057109274691572,0.004847944856125048
8,2.0,0.5,0.4693378301732352,0.005462349928038201,0.18033143280831848,0.007257372086853769
8,2.5,0.5,0.4526378727705127,0.005918176492707527,0.23283363893629627,0.009336076387467649
8,3.0,0.5,0.438458936304201,0.0058714982743422045,0.2838025634895514,0.011066527045454506
8,3.5,0.5,0.42024806075174004,0.005395647424088485,0.3286067869864946,0.012333686383413008
8,4.0,0.5,0.42691979271709485,0.0055379490568523825,0.37222169033361824,0.014055733069262936
8,4.5,0.5,0.41450330225626203,0.005539139136077103,0.41143309946720596,0.014962828965603334
8,5.0,0.5,0.4165760075582235,0.005595977812172303,0.44590800907017025,0.01565778099058101
8,5.5,0.5,0.4169793634938613,0.0067992067418605915,0.4799362445723013,0.016452500168461535
8,6.0,0.5,0.40724397047207267,0.006736192000187859,0.5055153279345227,0.01660726111130796
8,6.5,0.5,0.40355544642796026,0.006077287252088964,0.53066351423683,0.017387052439484588
8,7.0,0.5,0.4089968319739841,0.005438201726687828,0.5535348199756566,0.017736820803222465
8,7.5,0.5,0.41389426125162115,0.005701364079704434,0.5730711967678324,0.01784404703869005
8,8.0,0.5,0.4125562377670503,0.005744698287104346,0.5908376791090353,0.01777917798654159
