L,W,J2,hilbert_dim,window_size,diag_mode,arpack_tol,arpack_maxiter,arpack_converged_all,mean_nconv,emin_mean,emax_mean,avg_spacing_mean,r_mean,r_sem,ipr_mean,ipr_sem,n_realizations
10,0.5,0.5,252,80,dense,1e-10,5000,True,252.0,-3.979993514234149,3.4978319758711045,0.01627963070174118,0.5296848589278007,0.0034047429260272238,0.0138559844215196,6.547555688284766e-05,100
10,1.0,0.5,252,80,dense,1e-10,5000,True,252.0,-4.545869421788755,4.034857889172423,0.01828335722712741,0.5297419035741169,0.0033916252546344304,0.020744074179681757,0.00046395216797746555,100
10,1.5,0.5,252,80,dense,1e-10,5000,True,252.0,-5.326416956416938,4.74765598013105,0.02117658323354324,0.5113478218699632,0.003791584823866391,0.03919999840888914,0.0014832717105507376,100
10,2.0,0.5,252,80,dense,1e-10,5000,True,252.0,-6.213008778372361,5.5821151764897685,0.024650074747700403,0.482154555281084,0.004260140481455829,0.06874088209726828,0.0028782944317475904,100
10,2.5,0.5,252,80,dense,1e-10,5000,True,252.0,-7.165166510627493,6.497195581334532,0.02858268604448013,0.44961129711336656,0.003603534027913085,0.10691760434348163,0.004247097274720718,100
10,3.0,0.5,252,80,dense,1e-10,5000,True,252.0,-8.159646189828404,7.466692962941633,0.032852110946374836,0.4385775240805372,0.0038620870726741178,0.14699167976514474,0.005384901343799585,100
10,3.5,0.5,252,80,dense,1e-10,5000,True,252.0,-9.185546043362248,8.473951441924273,0.03742288054820377,0.42745936175273624,0.004329981107654644,0.1896762703587065,0.006720928954057535,100
10,4.0,0.5,252,80,dense,1e-10,5000,True,252.0,-10.230319226223246,9.507280175085862,0.041853407623068294,0.41483486750786985,0.00421577866612728,0.2308015250504916,0.007960054445168419,100
10,4.5,0.5,252,80,dense,1e-10,5000,True,252.0,-11.291272902727888,10.559124703659558,0.04637278536908029,0.41127261402920157,0.004197933356031337,0.2694739724871437,0.009075456692135716,100
10,5.0,0.5,252,80,dense,1e-10,5000,True,252.0,-12.362358606012563,11.624779493809294,0.050897769452971406,0.4135314077511543,0.003722442605830332,0.30487961266716795,0.009967599961817602,100
10,5.5,0.5,252,80,dense,1e-10,5000,True,252.0,-13.44293651246385,12.700618552834003,0.055475678242661565,0.4032601280182356,0.0039376760671166276,0.3367262121052265,0.010701751453359843,100
10,6.0,0.5,252,80,dense,1e-10,5000,True,252.0,-14.529821399486632,13.78430654862621,0.06015735267506341,0.4027904938093699,0.0035751431593166313,0.3693662728115964,0.011480130576639058,100
10,6.5,0.5,252,80,dense,1e-10,5000,True,252.0,-15.623068411089278,14.874095026641752,0.06489306003524516,0.4031607788827245,0.003716162410963829,0.3995113100214609,0.01196660499993464,100
10,7.0,0.5,252,80,dense,1e-10,5000,True,252.0,-16.72027768790671,15.968732051672566,0.06971351995367531,0.3923895828128559,0.003730850499401195,0.4267070800669191,0.01254879703320648,100
10,7.5,0.5,252,80,dense,1e-10,5000,True,252.0,-17.82104750910627,17.068299612311247,0.07436341814861175,0.40267373488741776,0.003870478083830393,0.452493800533298,0.01289562150707108,100
10,8.0,0.5,252,80,dense,1e-10,5000,True,252.0,-18.92564001332818,18.171303058261,0.07916986281650627,0.3942888528599378,0.003498307198841905,0.47534089314339156,0.013190162405987657,100
