L,W,mean_r,sem_r,mean_ipr,sem_ipr,n_valid
8,0.1,0.4145214000643515,0.005005897953605068,0.048399128884505795,0.00010749256411600989,50
8,0.5214285714285715,0.49374267023389234,0.007501609467192804,0.04425366786767063,0.00033055983868005175,50
8,0.9428571428571428,0.5109023393727513,0.00752803063569139,0.045450597222838646,0.00047920730039272794,50
8,1.3642857142857143,0.5080770877671908,0.006712692273876641,0.05303171682894447,0.0010858939124610586,50
8,1.7857142857142858,0.49836112758735085,0.007963027791676102,0.06616210535114252,0.0019238337646832367,50
8,2.2071428571428573,0.48012173906677513,0.008299350849510119,0.08462543323716591,0.0032723965306621,50
8,2.6285714285714286,0.46031678876208104,0.00621187556506144,0.11060586147653526,0.005194796964832615,50
8,3.0500000000000003,0.4384232117547812,0.0072783331745524295,0.1380042489136523,0.006963669471283508,50
8,3.4714285714285715,0.4425713085443251,0.0068842618688551935,0.17134173233649455,0.008692833610225232,50
8,3.892857142857143,0.43813067039325965,0.007404146203348134,0.2006134459507247,0.010751795397300621,50
8,4.314285714285714,0.4235255978193597,0.007860842253223258,0.23023146565839572,0.011784615617279951,50
8,4.735714285714286,0.4080550867142595,0.008292113689971299,0.26122673362476795,0.01272067923014832,50
8,5.157142857142857,0.4213898841203196,0.007549109543442433,0.29038832370494644,0.013919351076331611,50
8,5.578571428571428,0.42138157168820006,0.007978493272622556,0.31319210272602693,0.013995417839239398,50
8,6.0,0.4147733793702835,0.009610853208197774,0.3383388771002411,0.014258108466859003,50
