L,W,mean_r,sem_r,n_valid
14,0.1,0.48617274358363566,0.0020273583975486333,50
14,0.5214285714285715,0.5312747175571613,0.0008780645006550409,50
14,0.9428571428571428,0.5305205505405944,0.0009796348649045317,50
14,1.3642857142857143,0.530361406133033,0.0009406465452421085,50
14,1.7857142857142858,0.5282660822961498,0.0010563276695283676,50
14,2.2071428571428573,0.5179803190136507,0.0022214516805854133,50
14,2.6285714285714286,0.49318812419942143,0.00400291296991133,50
14,3.0500000000000003,0.46237221761773567,0.00445362391133596,50
14,3.4714285714285715,0.44229618651773706,0.004425887167951502,50
14,3.892857142857143,0.42672129346513166,0.0035238402111124217,50
14,4.314285714285714,0.4149259339399595,0.0031981547928212097,50
14,4.735714285714286,0.4075270480727678,0.0022751739026906316,50
14,5.157142857142857,0.4000029684737133,0.002108485588264201,50
14,5.578571428571428,0.39640781426717986,0.0017516801879599998,50
14,6.0,0.3962869761783051,0.001328561658776341,50
